dstport,protocol,tag
35333,tcp,web
61109,udp,web
38453,icmp,SV_P3
35376,tcp,SV_P3
53060,tcp,db
20035,icmp,sv_P4
62456,tcp,sv_P1
14666,udp,vpn
16438,udp,sv_P2
19284,udp,web
59082,tcp,sv_P2
59044,icmp,SV_P3
38819,icmp,monitoring
9650,udp,monitoring
59305,icmp,monitoring
14930,tcp,vpn
64254,icmp,db
29594,udp,db
15832,tcp,vpn
28313,udp,sv_P1
46506,icmp,vpn
33579,tcp,db
17914,udp,sv_P2
42568,tcp,SV_P3
16166,tcp,web
40458,udp,sv_P5
31172,icmp,db
8207,tcp,db
58609,tcp,email
27252,udp,vpn
58696,icmp,sv_P1
7729,tcp,email
62056,tcp,db
34913,icmp,sv_P1
62826,tcp,vpn
41470,icmp,sv_P1
13844,udp,db
21482,icmp,email
62124,udp,sv_P2
40443,tcp,web
27375,icmp,sv_P5
14057,tcp,sv_P1
36613,udp,sv_P4
22765,tcp,sv_P1
64304,tcp,sv_P1
30996,tcp,sv_P5
59072,tcp,db
11402,udp,monitoring
20435,icmp,sv_P4
12505,icmp,vpn
20883,tcp,sv_P1
8164,udp,sv_P4
29306,tcp,sv_P2
35246,udp,web
30584,udp,db
52229,tcp,db
59271,udp,sv_P4
30124,udp,vpn
36259,icmp,web
58695,tcp,monitoring
30483,udp,sv_P2
56640,tcp,monitoring
6430,icmp,web
14936,icmp,db
1750,tcp,sv_P5
16073,udp,vpn
6791,tcp,monitoring
36052,icmp,sv_P2
19649,udp,sv_P2
48227,udp,db
57090,udp,email
18781,udp,sv_P4
60170,icmp,db
29621,udp,email
30341,icmp,db
20630,icmp,sv_P2
16227,icmp,email
55552,udp,SV_P3
29217,icmp,web
21275,tcp,sv_P5
59489,udp,sv_P2
3338,tcp,SV_P3
7578,icmp,monitoring
22425,icmp,sv_P5
62510,tcp,sv_P1
2112,udp,web
19035,udp,sv_P2
52975,icmp,SV_P3
2047,udp,vpn
4332,udp,sv_P2
15057,tcp,SV_P3
49515,icmp,web
22605,icmp,db
21818,udp,sv_P1
19896,icmp,email
56376,udp,sv_P1
34884,udp,monitoring
61811,udp,db
60573,udp,sv_P4
27149,icmp,email
1269,tcp,email
17370,icmp,monitoring
12080,tcp,sv_P4
47955,udp,monitoring
20486,udp,monitoring
21455,icmp,web
64920,icmp,web
20035,tcp,sv_P1
27435,tcp,web
54230,icmp,vpn
54000,udp,sv_P5
64616,icmp,sv_P1
28512,icmp,db
25148,udp,db
53218,tcp,vpn
15875,tcp,monitoring
30325,icmp,vpn
7570,udp,SV_P3
9928,udp,web
26903,tcp,sv_P4
26325,tcp,sv_P1
4320,udp,email
62019,udp,email
60378,tcp,web
14206,icmp,monitoring
507,icmp,sv_P1
32770,icmp,email
886,tcp,monitoring
62757,udp,email
26756,tcp,vpn
40645,tcp,sv_P4
29031,tcp,sv_P1
18759,icmp,web
49354,tcp,sv_P5
62033,tcp,sv_P4
14226,tcp,SV_P3
12564,tcp,vpn
9113,udp,sv_P1
33154,udp,vpn
48578,icmp,sv_P5
17896,udp,vpn
8919,tcp,monitoring
31572,tcp,sv_P5
17471,udp,email
37093,tcp,email
10501,udp,sv_P5
21526,icmp,web
36651,udp,db
9417,icmp,sv_P5
35514,icmp,sv_P4
21858,udp,web
52459,udp,SV_P3
11428,tcp,email
58356,icmp,SV_P3
20968,udp,vpn
15353,tcp,sv_P5
32628,udp,sv_P4
53793,udp,web
28818,udp,vpn
38827,tcp,monitoring
61608,tcp,vpn
37076,tcp,email
21653,icmp,vpn
26243,icmp,sv_P1
7545,icmp,web
46991,tcp,email
63073,icmp,sv_P5
11300,tcp,vpn
36279,tcp,email
15336,tcp,sv_P5
48895,udp,monitoring
54838,tcp,SV_P3
21508,icmp,sv_P5
12082,tcp,sv_P4
4170,icmp,web
26162,tcp,sv_P2
61576,icmp,monitoring
38019,udp,monitoring
48649,icmp,sv_P5
15292,udp,sv_P2
32077,tcp,sv_P5
16333,udp,web
12656,tcp,sv_P4
12628,icmp,SV_P3
20407,tcp,email
20404,tcp,SV_P3
29279,tcp,email
52710,udp,sv_P4
18388,icmp,SV_P3
30228,udp,sv_P2
30808,icmp,sv_P2
19607,tcp,SV_P3
33469,udp,db
15213,icmp,sv_P2
45671,tcp,web
22523,icmp,sv_P4
65011,udp,SV_P3
4920,tcp,sv_P4
35646,tcp,monitoring
20455,tcp,sv_P2
54238,icmp,web
46673,icmp,sv_P5
29070,tcp,sv_P5
61052,udp,vpn
23541,tcp,vpn
15049,tcp,db
8759,udp,sv_P4
45241,udp,sv_P4
63961,tcp,sv_P4
63269,icmp,monitoring
52875,tcp,vpn
41677,tcp,email
60339,udp,monitoring
16125,udp,sv_P2
29637,icmp,sv_P4
18680,udp,email
35531,tcp,sv_P1
40928,udp,email
19629,icmp,sv_P2
28112,tcp,vpn
36027,tcp,web
41297,icmp,web
63733,tcp,monitoring
19646,icmp,web
29918,tcp,sv_P4
35962,tcp,vpn
2449,tcp,sv_P1
13087,udp,vpn
37171,tcp,sv_P1
22554,tcp,db
51903,tcp,email
20312,tcp,monitoring
40701,tcp,sv_P2
23236,icmp,db
36990,tcp,web
44322,tcp,email
65492,icmp,email
27949,udp,sv_P2
36580,tcp,sv_P4
14409,udp,sv_P2
9914,tcp,email
57215,tcp,db
17497,icmp,web
13420,udp,sv_P5
782,udp,sv_P5
15510,tcp,email
64114,tcp,web
14157,udp,sv_P4
212,udp,SV_P3
11911,udp,web
42607,tcp,vpn
42343,tcp,SV_P3
29583,udp,monitoring
46159,tcp,web
24394,tcp,sv_P4
64002,udp,email
35333,tcp,sv_P1
19936,udp,SV_P3
25890,icmp,db
59882,icmp,vpn
33215,icmp,SV_P3
28625,icmp,web
25200,udp,sv_P5
29337,icmp,sv_P5
36510,udp,sv_P1
39210,tcp,sv_P5
11278,icmp,SV_P3
16111,tcp,db
3428,udp,sv_P4
32473,tcp,web
28582,icmp,sv_P5
1893,udp,sv_P1
17479,icmp,sv_P5
35678,icmp,web
56981,icmp,SV_P3
43313,icmp,monitoring
5269,tcp,sv_P4
35037,udp,sv_P5
11052,icmp,sv_P1
46980,icmp,sv_P5
37916,icmp,web
9329,icmp,monitoring
24877,udp,vpn
13513,udp,email
58649,tcp,sv_P4
47432,udp,sv_P1
35263,udp,sv_P1
23388,icmp,SV_P3
54829,icmp,sv_P1
60590,icmp,sv_P2
9530,tcp,sv_P5
28426,icmp,sv_P1
1455,icmp,email
57089,icmp,email
41856,tcp,sv_P4
52095,icmp,db
43050,tcp,email
32731,udp,web
49706,tcp,sv_P4
15651,icmp,web
64379,udp,sv_P4
29214,icmp,db
18494,icmp,sv_P4
16860,icmp,email
22044,udp,sv_P2
25296,udp,sv_P1
21382,udp,sv_P4
7693,tcp,monitoring
53808,udp,sv_P1
37486,icmp,email
9477,tcp,sv_P4
43629,icmp,vpn
40295,udp,web
23088,icmp,email
41504,udp,email
31258,udp,SV_P3
5813,udp,vpn
61808,icmp,email
62824,udp,monitoring
30589,tcp,db
25142,udp,web
60171,udp,email
13699,tcp,vpn
26158,icmp,monitoring
15915,icmp,monitoring
57598,tcp,vpn
9588,tcp,email
50357,udp,web
39985,udp,monitoring
30727,icmp,sv_P5
45300,udp,web
51729,udp,SV_P3
21108,udp,sv_P2
40881,icmp,db
18606,udp,email
9427,udp,monitoring
20024,icmp,sv_P2
38006,udp,sv_P2
47059,icmp,sv_P4
49372,icmp,vpn
1991,udp,sv_P5
63273,tcp,sv_P4
36568,udp,monitoring
6111,icmp,SV_P3
50128,udp,vpn
19893,icmp,sv_P5
31342,tcp,vpn
47694,udp,sv_P5
55075,udp,sv_P2
59202,icmp,sv_P4
2207,icmp,sv_P2
9279,tcp,sv_P4
11428,icmp,sv_P2
53569,tcp,sv_P1
12278,icmp,sv_P1
37614,tcp,email
52530,tcp,web
24062,icmp,email
6754,udp,SV_P3
6151,tcp,SV_P3
35100,icmp,sv_P1
62445,tcp,web
55058,udp,sv_P2
24810,tcp,monitoring
37128,udp,sv_P4
61036,udp,SV_P3
34436,tcp,sv_P5
10048,udp,vpn
59846,icmp,sv_P1
41936,tcp,vpn
23733,tcp,sv_P2
16599,tcp,vpn
56429,icmp,sv_P1
23891,tcp,monitoring
49564,tcp,SV_P3
65477,tcp,sv_P4
41488,tcp,sv_P1
32034,tcp,web
18253,udp,email
59899,udp,sv_P2
51148,udp,sv_P1
8524,tcp,db
27571,udp,sv_P1
58790,icmp,web
4083,icmp,sv_P2
16857,udp,vpn
48645,tcp,SV_P3
63014,udp,web
54921,tcp,db
38653,tcp,sv_P2
48164,icmp,SV_P3
38388,udp,sv_P1
45804,icmp,SV_P3
26529,icmp,sv_P4
39715,udp,sv_P5
16590,tcp,email
63871,icmp,sv_P1
19610,icmp,sv_P2
64028,udp,sv_P5
45641,icmp,monitoring
55224,icmp,sv_P1
33437,udp,sv_P2
44411,icmp,monitoring
1580,tcp,sv_P2
16465,tcp,SV_P3
63459,udp,monitoring
35484,icmp,sv_P2
49363,tcp,sv_P4
32968,icmp,web
39296,udp,email
33170,udp,SV_P3
6150,icmp,monitoring
28832,udp,sv_P2
10677,tcp,db
53282,icmp,sv_P5
1136,icmp,SV_P3
39109,udp,sv_P4
55680,tcp,web
38576,icmp,vpn
52814,icmp,sv_P1
29401,icmp,sv_P4
45424,icmp,SV_P3
47815,udp,vpn
51701,tcp,monitoring
57011,icmp,sv_P4
10864,udp,vpn
42070,tcp,sv_P4
22239,icmp,web
50036,icmp,db
2576,udp,sv_P2
42020,tcp,web
26633,tcp,monitoring
55844,tcp,sv_P4
22726,udp,sv_P1
33958,icmp,web
9491,icmp,monitoring
44406,udp,email
17822,tcp,monitoring
51978,tcp,SV_P3
51508,tcp,web
50402,icmp,sv_P1
5980,icmp,email
58179,tcp,sv_P5
11582,tcp,sv_P1
20006,icmp,vpn
16012,udp,sv_P1
32477,icmp,monitoring
50351,udp,db
27142,udp,web
1389,tcp,db
60836,icmp,db
4028,tcp,web
18114,tcp,sv_P5
2766,icmp,sv_P2
28911,tcp,vpn
12331,udp,email
59139,tcp,db
64465,icmp,sv_P2
23888,udp,sv_P2
58600,udp,sv_P4
11444,tcp,sv_P5
5219,icmp,vpn
44906,udp,sv_P2
6229,icmp,SV_P3
45731,tcp,sv_P4
40500,udp,SV_P3
6371,tcp,web
29043,icmp,monitoring
42280,tcp,sv_P2
42953,icmp,sv_P5
25705,tcp,SV_P3
33819,tcp,email
57801,udp,vpn
2154,udp,web
20279,icmp,sv_P4
65270,udp,db
48040,tcp,sv_P2
10328,icmp,email
16531,udp,vpn
62764,tcp,email
61639,udp,sv_P1
64345,icmp,SV_P3
508,tcp,sv_P1
20992,tcp,vpn
58030,icmp,sv_P5
42470,tcp,db
45529,udp,db
22000,udp,sv_P1
42684,tcp,monitoring
51608,udp,email
11691,icmp,db
39228,udp,monitoring
24891,tcp,SV_P3
64387,icmp,sv_P5
8928,tcp,vpn
31774,icmp,sv_P5
12346,udp,sv_P2
32283,tcp,monitoring
22417,udp,sv_P1
28143,tcp,sv_P4
30310,udp,sv_P2
44970,icmp,monitoring
4638,tcp,web
47489,udp,vpn
51525,udp,sv_P5
51199,tcp,web
1954,icmp,sv_P5
50211,tcp,SV_P3
42766,udp,web
61236,icmp,vpn
59680,udp,sv_P5
37557,udp,vpn
35031,tcp,sv_P5
45584,udp,sv_P5
6550,icmp,sv_P4
28959,icmp,email
2815,udp,sv_P5
35907,icmp,email
63225,icmp,sv_P4
43949,udp,monitoring
39957,udp,SV_P3
14029,tcp,db
55094,udp,monitoring
30913,icmp,db
51344,udp,sv_P5
33978,udp,sv_P1
29533,tcp,sv_P2
26759,tcp,monitoring
41538,tcp,sv_P2
59354,udp,monitoring
29276,udp,db
44696,udp,email
48843,tcp,monitoring
1896,udp,sv_P5
32685,tcp,email
15159,udp,SV_P3
13491,tcp,vpn
17821,udp,SV_P3
8170,tcp,SV_P3
48200,icmp,email
27534,icmp,web
48851,tcp,SV_P3
8722,udp,sv_P5
20525,tcp,email
59878,icmp,sv_P1
3268,tcp,sv_P5
18949,udp,web
59809,udp,sv_P4
37467,tcp,db
25113,tcp,email
28899,udp,monitoring
10981,udp,email
6648,tcp,vpn
12475,tcp,email
7927,icmp,vpn
25646,udp,monitoring
50901,udp,sv_P4
22958,tcp,sv_P1
7502,icmp,email
20993,udp,vpn
49404,tcp,sv_P5
40360,udp,email
25060,udp,email
4671,udp,sv_P1
50801,icmp,monitoring
27722,udp,email
31056,icmp,sv_P1
12568,icmp,email
7784,icmp,sv_P4
13875,udp,web
44003,tcp,web
36574,icmp,web
14226,udp,email
21457,udp,sv_P2
5735,tcp,monitoring
38794,tcp,vpn
56915,udp,sv_P2
39476,icmp,vpn
2668,icmp,sv_P1
17093,icmp,web
47096,udp,sv_P5
35655,icmp,web
847,udp,sv_P5
13161,icmp,sv_P4
62300,icmp,sv_P1
6242,icmp,sv_P2
20759,icmp,vpn
5533,icmp,monitoring
64231,udp,email
33029,udp,monitoring
47263,udp,monitoring
5560,udp,monitoring
64114,tcp,vpn
9697,icmp,monitoring
15951,icmp,email
63536,icmp,email
13988,udp,sv_P2
34464,udp,vpn
35269,udp,email
36284,tcp,SV_P3
17004,tcp,monitoring
22732,icmp,SV_P3
15083,tcp,sv_P4
25717,tcp,sv_P1
12939,udp,web
37443,udp,sv_P2
53162,tcp,sv_P5
42621,udp,sv_P1
57772,icmp,sv_P4
24778,icmp,sv_P5
13220,tcp,sv_P1
47199,tcp,vpn
58029,icmp,email
35880,icmp,sv_P1
5803,tcp,sv_P1
52786,icmp,sv_P2
35923,icmp,sv_P5
6151,tcp,sv_P5
61244,icmp,web
41269,icmp,monitoring
1262,udp,sv_P4
5322,icmp,sv_P1
53276,icmp,email
36206,tcp,sv_P1
20907,udp,vpn
14270,tcp,sv_P2
64421,tcp,sv_P2
37485,icmp,sv_P1
65304,udp,web
44629,tcp,sv_P2
53530,udp,db
10818,icmp,email
57480,tcp,db
39623,icmp,email
44819,tcp,web
64526,tcp,sv_P2
62166,tcp,sv_P2
2356,icmp,sv_P5
39295,icmp,email
45143,icmp,vpn
15271,tcp,monitoring
46416,tcp,sv_P2
44887,udp,sv_P2
8129,tcp,sv_P1
31529,tcp,db
61835,tcp,vpn
53777,tcp,db
62057,udp,db
2058,icmp,email
7373,icmp,monitoring
37355,tcp,monitoring
50377,udp,sv_P2
31391,udp,sv_P2
60505,tcp,monitoring
54693,udp,vpn
8674,icmp,web
19848,tcp,sv_P1
16561,icmp,email
48233,udp,db
27114,udp,sv_P2
52587,icmp,sv_P4
18219,udp,email
13549,udp,web
16392,udp,sv_P1
43040,tcp,sv_P4
34255,udp,monitoring
62182,icmp,web
54572,icmp,vpn
7643,tcp,sv_P1
2797,udp,email
33915,udp,web
59576,tcp,sv_P2
19065,icmp,SV_P3
48819,tcp,SV_P3
11198,udp,web
33411,tcp,vpn
43700,udp,SV_P3
12917,udp,SV_P3
56564,udp,web
8728,tcp,sv_P4
41785,tcp,sv_P5
23195,icmp,monitoring
22503,tcp,sv_P2
14300,tcp,monitoring
9865,tcp,sv_P2
35877,tcp,db
48423,icmp,db
28796,icmp,sv_P1
38657,tcp,monitoring
21044,tcp,sv_P4
57818,tcp,email
57697,icmp,sv_P1
63861,tcp,SV_P3
46450,udp,sv_P1
19246,tcp,email
16837,udp,sv_P2
23463,tcp,vpn
51841,udp,email
4848,tcp,email
17154,icmp,vpn
30431,icmp,monitoring
57751,tcp,vpn
35371,icmp,sv_P4
46305,tcp,web
42173,udp,sv_P1
18365,tcp,sv_P4
787,tcp,monitoring
46015,tcp,vpn
26042,tcp,sv_P4
45993,tcp,sv_P5
17968,icmp,email
46193,udp,email
40401,icmp,db
5796,icmp,SV_P3
54855,tcp,db
60158,tcp,SV_P3
1654,tcp,web
17202,icmp,monitoring
6643,udp,db
5427,icmp,vpn
47179,udp,sv_P2
7131,icmp,SV_P3
52209,icmp,sv_P5
57396,icmp,sv_P1
41940,icmp,sv_P2
50908,icmp,SV_P3
56384,tcp,sv_P4
1338,udp,web
49244,icmp,SV_P3
19561,icmp,sv_P5
23158,icmp,db
28335,icmp,email
58216,icmp,vpn
58188,tcp,sv_P4
3107,tcp,vpn
7227,tcp,vpn
63912,icmp,monitoring
64053,tcp,web
42320,tcp,email
64407,udp,SV_P3
6679,udp,sv_P4
52278,icmp,sv_P1
33064,icmp,sv_P4
16708,tcp,vpn
8775,udp,email
34573,tcp,monitoring
55465,tcp,sv_P4
16983,udp,vpn
29276,icmp,sv_P5
39729,udp,web
60521,udp,SV_P3
41792,icmp,sv_P5
28417,icmp,sv_P1
19094,icmp,monitoring
4695,udp,sv_P5
62403,udp,sv_P2
23197,tcp,db
37082,tcp,email
39108,udp,monitoring
58075,udp,sv_P5
54812,icmp,web
40645,icmp,vpn
19797,udp,sv_P1
4236,icmp,SV_P3
45325,udp,web
43986,icmp,sv_P4
2334,icmp,db
12017,udp,SV_P3
15100,tcp,SV_P3
18232,tcp,monitoring
16147,tcp,sv_P4
52733,icmp,monitoring
30389,tcp,db
60901,tcp,vpn
16831,udp,web
24840,tcp,web
15220,tcp,sv_P5
36104,udp,sv_P1
37604,icmp,web
53893,icmp,web
46503,tcp,vpn
31124,udp,sv_P4
63707,tcp,sv_P5
1566,udp,sv_P5
20738,tcp,SV_P3
22817,tcp,db
59430,tcp,sv_P5
30902,icmp,monitoring
6436,icmp,db
44682,tcp,vpn
32938,tcp,db
42601,icmp,SV_P3
18952,icmp,db
10012,udp,sv_P4
43442,icmp,sv_P1
13985,icmp,sv_P4
5296,tcp,sv_P4
35516,udp,SV_P3
37740,tcp,monitoring
2394,udp,vpn
35640,tcp,web
13215,icmp,SV_P3
54304,udp,web
62757,udp,vpn
39002,tcp,db
30056,udp,db
50711,tcp,vpn
25622,icmp,vpn
21222,udp,web
32548,udp,sv_P4
41710,udp,web
12043,icmp,sv_P5
43616,icmp,web
45195,icmp,sv_P2
39942,tcp,web
39099,tcp,sv_P4
51393,tcp,SV_P3
25848,tcp,SV_P3
4751,icmp,monitoring
12475,icmp,sv_P4
55529,udp,monitoring
63235,tcp,email
42876,tcp,web
56502,icmp,email
8563,udp,vpn
50989,icmp,sv_P1
23058,udp,db
25809,udp,sv_P5
1879,tcp,vpn
49979,tcp,sv_P1
7811,icmp,web
5889,icmp,email
38819,icmp,sv_P4
3105,icmp,email
1919,icmp,db
44595,udp,vpn
13293,tcp,vpn
37672,tcp,SV_P3
30097,udp,SV_P3
41959,icmp,sv_P4
42980,tcp,sv_P2
31572,tcp,sv_P2
17331,udp,monitoring
29115,icmp,sv_P1
49266,tcp,sv_P4
33451,tcp,vpn
39110,udp,monitoring
11596,tcp,sv_P4
6026,tcp,vpn
23033,tcp,email
10587,icmp,web
43254,udp,sv_P1
44580,udp,sv_P1
65373,icmp,monitoring
40266,icmp,email
51823,icmp,sv_P2
10259,icmp,web
36704,icmp,web
63775,tcp,email
54229,tcp,sv_P1
55600,tcp,sv_P4
1267,icmp,email
33780,tcp,monitoring
26798,icmp,db
23812,udp,monitoring
46501,icmp,email
3661,udp,monitoring
23646,tcp,sv_P5
38382,udp,SV_P3
52699,icmp,sv_P5
62983,tcp,web
39672,icmp,sv_P5
30260,udp,db
58800,tcp,sv_P1
39407,tcp,SV_P3
5063,icmp,web
15477,tcp,sv_P5
35528,tcp,sv_P4
1925,tcp,db
27920,udp,sv_P1
44387,tcp,sv_P2
33714,udp,sv_P5
60710,tcp,sv_P1
34616,udp,sv_P5
19615,tcp,sv_P5
58625,udp,sv_P1
5470,udp,vpn
24744,icmp,sv_P5
33497,tcp,db
24834,udp,SV_P3
657,tcp,email
27903,udp,sv_P1
7561,icmp,sv_P4
21857,udp,sv_P4
25543,udp,sv_P4
58631,udp,email
40602,udp,sv_P1
40866,tcp,SV_P3
44945,icmp,sv_P4
19900,icmp,email
34233,icmp,sv_P4
9905,icmp,sv_P2
50201,udp,db
32292,icmp,web
39253,icmp,vpn
29912,icmp,vpn
15417,icmp,email
35769,udp,sv_P4
50647,icmp,sv_P2
57415,tcp,sv_P5
13081,udp,SV_P3
40731,icmp,sv_P1
60022,icmp,sv_P4
22240,icmp,SV_P3
13272,tcp,vpn
1296,tcp,web
37766,icmp,web
28443,udp,web
48286,icmp,sv_P4
62494,udp,db
55786,tcp,SV_P3
63565,tcp,sv_P1
24892,tcp,monitoring
56338,udp,sv_P5
10730,icmp,web
60752,icmp,web
8476,udp,SV_P3
20607,icmp,db
50281,udp,sv_P4
11648,icmp,sv_P5
33630,udp,sv_P2
6751,icmp,monitoring
42551,tcp,monitoring
39014,udp,sv_P4
3791,icmp,web
47516,udp,sv_P1
54794,icmp,sv_P2
5295,tcp,sv_P2
51924,tcp,db
32721,tcp,sv_P1
40821,tcp,db
62240,tcp,web
14481,icmp,email
54952,icmp,monitoring
6374,udp,db
12518,udp,sv_P2
64059,tcp,sv_P4
9141,tcp,monitoring
36680,udp,vpn
51617,tcp,email
12396,udp,sv_P2
15973,udp,monitoring
18883,icmp,sv_P4
63731,tcp,sv_P4
5730,udp,monitoring
15313,icmp,monitoring
1671,tcp,sv_P1
45186,tcp,sv_P2
43519,udp,sv_P5
1309,tcp,email
34531,tcp,email
44004,udp,web
1659,udp,web
64767,udp,sv_P4
56879,udp,monitoring
44147,udp,email
5206,icmp,web
2599,tcp,SV_P3
47840,tcp,sv_P4
39801,tcp,sv_P2
61606,tcp,sv_P5
4799,udp,web
15753,udp,sv_P1
15809,tcp,SV_P3
48380,tcp,sv_P2
11162,udp,vpn
6187,tcp,db
33410,udp,vpn
4804,icmp,db
15198,udp,sv_P5
16986,udp,SV_P3
55582,udp,db
4757,icmp,SV_P3
58726,icmp,monitoring
14560,tcp,sv_P5
11331,udp,SV_P3
7645,udp,SV_P3
9258,udp,sv_P5
11738,udp,sv_P1
18,tcp,vpn
56073,icmp,email
11775,tcp,sv_P4
6988,tcp,sv_P2
14220,tcp,db
17055,icmp,sv_P2
13227,tcp,monitoring
60247,tcp,web
4166,icmp,SV_P3
61576,icmp,sv_P4
36737,icmp,sv_P2
45864,tcp,sv_P1
44187,icmp,sv_P5
52914,udp,sv_P1
48309,tcp,db
18672,icmp,email
4269,tcp,monitoring
52154,tcp,SV_P3
16439,icmp,web
39021,tcp,sv_P1
33867,udp,SV_P3
10348,udp,vpn
42080,udp,sv_P1
26240,tcp,vpn
57933,udp,vpn
51753,udp,web
35464,udp,monitoring
36659,udp,web
6949,icmp,sv_P4
3192,udp,db
63903,icmp,SV_P3
60912,icmp,web
46067,udp,db
61319,tcp,db
59861,icmp,sv_P5
48274,icmp,web
3456,tcp,db
21426,udp,db
57485,udp,sv_P1
47753,udp,sv_P4
12197,tcp,email
1526,icmp,vpn
11072,icmp,monitoring
33013,udp,vpn
44579,tcp,vpn
55812,tcp,db
64597,icmp,sv_P5
49957,icmp,SV_P3
63196,tcp,sv_P5
44608,icmp,email
6995,icmp,sv_P1
11363,tcp,web
49196,tcp,sv_P2
53663,tcp,web
1844,udp,sv_P2
59238,udp,sv_P2
3046,icmp,sv_P4
62852,tcp,monitoring
62310,tcp,db
4240,icmp,email
57046,tcp,sv_P2
41734,tcp,vpn
29371,tcp,email
52229,icmp,sv_P1
28957,icmp,sv_P1
1920,udp,sv_P4
64031,udp,email
28240,tcp,sv_P1
27934,icmp,sv_P5
50407,udp,sv_P4
59507,icmp,web
62875,tcp,sv_P4
116,tcp,email
51490,udp,vpn
2453,tcp,sv_P1
52767,tcp,email
8745,icmp,vpn
19334,tcp,web
64310,icmp,db
7827,udp,sv_P4
41276,icmp,SV_P3
633,tcp,sv_P5
24575,icmp,db
64280,udp,SV_P3
40218,udp,sv_P2
7032,icmp,SV_P3
32315,icmp,sv_P2
25331,udp,db
37099,tcp,web
409,icmp,vpn
32802,icmp,SV_P3
40217,udp,sv_P1
51989,tcp,sv_P4
27249,tcp,email
59530,tcp,web
24768,icmp,sv_P4
7235,icmp,vpn
43184,udp,sv_P4
55475,icmp,sv_P5
26565,udp,sv_P2
48305,icmp,vpn
4311,tcp,sv_P2
3999,udp,monitoring
37009,tcp,db
28197,icmp,SV_P3
7112,icmp,monitoring
10927,udp,sv_P1
31602,icmp,db
32496,icmp,sv_P4
34545,icmp,SV_P3
64515,icmp,SV_P3
47384,tcp,sv_P4
48327,icmp,sv_P5
52510,udp,sv_P1
60177,icmp,sv_P2
50742,tcp,sv_P4
60981,icmp,db
45975,icmp,sv_P4
54466,icmp,db
12301,udp,monitoring
42045,icmp,vpn
38242,udp,web
27233,tcp,vpn
24702,udp,web
50966,udp,sv_P2
3965,tcp,sv_P1
15827,icmp,sv_P4
4110,udp,sv_P5
26471,tcp,vpn
37460,udp,sv_P1
31326,udp,db
57504,tcp,monitoring
54048,tcp,sv_P1
25025,udp,monitoring
52386,udp,db
5775,tcp,email
1883,udp,SV_P3
61240,tcp,SV_P3
10602,tcp,sv_P5
50983,udp,sv_P4
18793,udp,db
37768,udp,monitoring
50777,udp,sv_P1
40309,tcp,sv_P5
12525,udp,web
18610,tcp,monitoring
57006,icmp,monitoring
53173,tcp,sv_P1
23242,icmp,db
21872,tcp,monitoring
208,icmp,SV_P3
62702,udp,sv_P4
22128,icmp,SV_P3
37493,udp,email
54635,icmp,sv_P4
12944,tcp,sv_P1
57815,udp,email
10150,udp,SV_P3
42512,udp,SV_P3
64798,icmp,vpn
43414,udp,SV_P3
11412,udp,vpn
46424,udp,web
17411,tcp,sv_P5
9845,udp,sv_P2
18303,udp,web
30650,icmp,vpn
23483,tcp,web
49564,udp,web
56192,icmp,monitoring
40952,udp,monitoring
20451,icmp,sv_P4
41596,udp,email
8237,tcp,monitoring
47649,tcp,sv_P1
5422,tcp,db
3496,tcp,db
50755,icmp,email
19119,icmp,monitoring
25145,icmp,sv_P1
15797,tcp,sv_P4
20860,icmp,sv_P5
21459,icmp,sv_P1
24200,tcp,email
55953,icmp,sv_P4
56876,tcp,db
40501,tcp,sv_P1
12034,udp,monitoring
16915,udp,web
46250,icmp,sv_P2
33072,icmp,sv_P4
63549,tcp,SV_P3
14321,tcp,vpn
26604,icmp,web
49945,tcp,vpn
39309,icmp,db
22689,udp,email
59631,icmp,db
10342,udp,web
24786,udp,email
20743,icmp,monitoring
56674,tcp,email
57490,icmp,sv_P4
59669,icmp,web
19708,icmp,SV_P3
8105,icmp,monitoring
15595,udp,db
12978,tcp,vpn
15955,icmp,monitoring
55285,udp,email
7630,tcp,sv_P1
39133,tcp,sv_P5
34820,udp,sv_P5
34437,icmp,web
63869,udp,web
42444,tcp,db
29798,tcp,sv_P4
37606,tcp,sv_P1
31543,tcp,web
52206,icmp,db
65447,icmp,web
6100,icmp,sv_P5
59154,tcp,SV_P3
15586,udp,vpn
60551,udp,vpn
10489,udp,sv_P4
5206,icmp,sv_P1
49031,tcp,sv_P5
57805,tcp,email
40456,udp,sv_P4
31805,tcp,sv_P5
58415,tcp,sv_P4
13856,icmp,SV_P3
25981,udp,sv_P1
19719,icmp,sv_P2
32778,icmp,vpn
16326,icmp,sv_P5
55454,tcp,email
35212,icmp,monitoring
45588,icmp,email
29701,tcp,vpn
28362,icmp,email
55401,udp,db
35241,udp,email
5707,udp,email
18161,icmp,email
15271,udp,web
3248,icmp,web
43799,udp,sv_P5
59638,udp,web
31690,tcp,sv_P4
11445,udp,sv_P2
57852,tcp,sv_P1
45683,tcp,sv_P1
28670,icmp,SV_P3
6813,icmp,SV_P3
23133,udp,vpn
43006,icmp,sv_P4
51325,icmp,sv_P1
43373,udp,sv_P4
59350,icmp,sv_P5
38135,udp,web
46627,tcp,sv_P4
43491,tcp,monitoring
39441,udp,vpn
51634,tcp,web
62985,icmp,web
16609,icmp,email
32779,tcp,monitoring
30038,icmp,vpn
65129,icmp,monitoring
61584,tcp,web
